"","client","signaleringid","indicatorid","waarde","argument","naam","gewicht","eindresultaat","succes","toelichting","Datasource1","Interface1","Time","Year","Quarter","Month","MonthName","Week","WeekDay","DayMonth","DayYear","TimeJS","YearWeek","eindargumentatie","MS","Oncology","CV","PAH","signalering_eindresultaat"
"19283","",1336130,505,100,"Outsource","CRO1",1,1,"NULL","NULL","R_model","RServe interface",2015-09-02 19:42:22,2015,3,9,"September","36","Wednesday",2,245,1441222942.27,"2015.36","Other","","","","Life",4
"19284","",1336130,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2015-09-02 19:42:22,2015,3,9,"September","36","Wednesday",2,245,1441222942.27,"2015.36","Other","","","","Life",4
"19285","",1336130,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-09-02 19:42:22,2015,3,9,"September","36","Wednesday",2,245,1441222942.27,"2015.36","Other","","","","Life",4
"19287","",1336151,505,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","RServe interface",2015-09-02 20:50:35,2015,3,9,"September","36","Wednesday",2,245,1441227035.24,"2015.36","Submission","","","","Life",4
"19288","",1336151,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2015-09-02 20:50:35,2015,3,9,"September","36","Wednesday",2,245,1441227035.24,"2015.36","Submission","","","","Life",4
"19289","",1336151,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-09-02 20:50:35,2015,3,9,"September","36","Wednesday",2,245,1441227035.24,"2015.36","Submission","","","","Life",4
"19291","",1336160,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-09-02 21:35:58,2015,3,9,"September","36","Wednesday",2,245,1441229758.58,"2015.36","Submission","","","","Life",4
"19292","",1336160,528,50,"Outsource","CRO3",1,1,"NULL","NULL","R_model","Unmapped",2015-09-02 21:35:58,2015,3,9,"September","36","Wednesday",2,245,1441229758.58,"2015.36","Submission","","","","Life",4
"19293","",1336160,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-02 21:35:58,2015,3,9,"September","36","Wednesday",2,245,1441229758.58,"2015.36","Submission","","","","Life",4
"19295","",1336185,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2015-09-02 22:44:31,2015,3,9,"September","36","Wednesday",2,245,1441233871.5,"2015.36","CSR","","","","Life",2
"19296","",1336185,536,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","Claims database interface",2015-09-02 22:44:31,2015,3,9,"September","36","Wednesday",2,245,1441233871.5,"2015.36","CSR","","","","Life",2
"19297","",1336210,505,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","RServe interface",2015-09-03 09:08:17,2015,3,9,"September","36","Thursday",3,246,1441271297.297,"2015.36","CSR","","","","Life",1
"19300","",1336217,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-09-03 09:26:17,2015,3,9,"September","36","Thursday",3,246,1441272377.117,"2015.36","CSR","","","","Life",8
"19303","",1336250,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-09-03 10:17:40,2015,3,9,"September","36","Thursday",3,246,1441275460.797,"2015.36","Other","","","","Life",15
"19304","",1336274,505,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","RServe interface",2015-09-03 11:18:03,2015,3,9,"September","36","Thursday",3,246,1441279083.223,"2015.36","Other","","","","Life",2
"19305","",1336274,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-09-03 11:18:03,2015,3,9,"September","36","Thursday",3,246,1441279083.223,"2015.36","Other","","","","Life",2
"19307","",1336348,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2015-09-03 13:32:40,2015,3,9,"September","36","Thursday",3,246,1441287160.073,"2015.36","Other","","","","Life",10
"19308","",1336387,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-09-03 14:41:06,2015,3,9,"September","36","Thursday",3,246,1441291266.623,"2015.36","CSR","","","","Life",1
"19309","",1336420,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2015-09-03 15:29:28,2015,3,9,"September","36","Thursday",3,246,1441294168.05,"2015.36","CSR","","","","Life",4
"19310","",1336420,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2015-09-03 15:29:28,2015,3,9,"September","36","Thursday",3,246,1441294168.05,"2015.36","CSR","","","","Life",4
"19311","",1336420,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-03 15:29:28,2015,3,9,"September","36","Thursday",3,246,1441294168.05,"2015.36","CSR","","","","Life",4
"19313","",1336441,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2015-09-03 15:59:51,2015,3,9,"September","36","Thursday",3,246,1441295991.003,"2015.36","CSR","","","","Life",4
"19314","",1336441,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2015-09-03 15:59:51,2015,3,9,"September","36","Thursday",3,246,1441295991.003,"2015.36","CSR","","","","Life",4
"19315","",1336441,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-03 15:59:51,2015,3,9,"September","36","Thursday",3,246,1441295991.003,"2015.36","CSR","","","","Life",4
"19342","",1337174,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2015-09-03 16:14:12,2015,3,9,"September","36","Thursday",3,246,1441296852.657,"2015.36","CSR","","","","Life",1
"19363","",1338301,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-09-03 16:50:58,2015,3,9,"September","36","Thursday",3,246,1441299058.683,"2015.36","Other","","","","Life",110
"19364","",1338301,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2015-09-03 16:50:58,2015,3,9,"September","36","Thursday",3,246,1441299058.683,"2015.36","Other","","","","Life",110
"19365","",1338301,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-09-03 16:50:58,2015,3,9,"September","36","Thursday",3,246,1441299058.683,"2015.36","Other","","","","Life",110
"19369","",1338310,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_z","RServe interface",2015-09-03 16:59:23,2015,3,9,"September","36","Thursday",3,246,1441299563.327,"2015.36","CSR","","","","Life",105
"19370","",1338310,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Unmapped",2015-09-03 16:59:23,2015,3,9,"September","36","Thursday",3,246,1441299563.327,"2015.36","CSR","","","","Life",105
"19371","",1338310,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-03 16:59:23,2015,3,9,"September","36","Thursday",3,246,1441299563.327,"2015.36","CSR","","","","Life",105
"19373","",1338323,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_z","RServe interface",2015-09-03 17:22:21,2015,3,9,"September","36","Thursday",3,246,1441300941.547,"2015.36","CSR","","","","Life",4
"19374","",1338323,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2015-09-03 17:22:21,2015,3,9,"September","36","Thursday",3,246,1441300941.547,"2015.36","CSR","","","","Life",4
"19375","",1338323,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-03 17:22:21,2015,3,9,"September","36","Thursday",3,246,1441300941.547,"2015.36","CSR","","","","Life",4
"19379","",1338349,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2015-09-03 19:15:28,2015,3,9,"September","36","Thursday",3,246,1441307728.997,"2015.36","CSR","","","","Life",40
"19380","",1338349,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2015-09-03 19:15:28,2015,3,9,"September","36","Thursday",3,246,1441307728.997,"2015.36","CSR","","","","Life",40
"19381","",1338349,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-09-03 19:15:28,2015,3,9,"September","36","Thursday",3,246,1441307728.997,"2015.36","CSR","","","","Life",40
"19383","",1338355,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2015-09-03 19:32:20,2015,3,9,"September","36","Thursday",3,246,1441308740.567,"2015.36","CSR","","","","Life",4
"19384","",1338355,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2015-09-03 19:32:20,2015,3,9,"September","36","Thursday",3,246,1441308740.567,"2015.36","CSR","","","","Life",4
"19385","",1338355,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-03 19:32:20,2015,3,9,"September","36","Thursday",3,246,1441308740.567,"2015.36","CSR","","","","Life",4
"19388","",1338368,505,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","RServe interface",2015-09-03 20:16:45,2015,3,9,"September","36","Thursday",3,246,1441311405.443,"2015.36","Other","","","","Life",74
"19389","",1338368,528,50,"Outsource","CRO3",1,1,"NULL","NULL","R_model","Unmapped",2015-09-03 20:16:45,2015,3,9,"September","36","Thursday",3,246,1441311405.443,"2015.36","Other","","","","Life",74
"19390","",1338368,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-09-03 20:16:45,2015,3,9,"September","36","Thursday",3,246,1441311405.443,"2015.36","Other","","","","Life",74
"19392","",1338548,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-09-04 13:09:47,2015,3,9,"September","36","Friday",4,247,1441372187.957,"2015.36","CSR","","","","Life",1
"19395","",1338560,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-09-04 13:19:42,2015,3,9,"September","36","Friday",4,247,1441372782.997,"2015.36","CSR","","","","Life",40
"19396","",1338560,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Unmapped",2015-09-04 13:19:42,2015,3,9,"September","36","Friday",4,247,1441372782.997,"2015.36","CSR","","","","Life",40
"19397","",1338560,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-09-04 13:19:42,2015,3,9,"September","36","Friday",4,247,1441372782.997,"2015.36","CSR","","","","Life",40
"19399","",1338640,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-09-04 15:23:17,2015,3,9,"September","36","Friday",4,247,1441380197.417,"2015.36","CSR","","","","Life",1
"19401","",1338655,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2015-09-04 15:56:25,2015,3,9,"September","36","Friday",4,247,1441382185.337,"2015.36","Submission","","","","Life",3
"19410","",1339162,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_z","RServe interface",2015-09-04 17:36:16,2015,3,9,"September","36","Friday",4,247,1441388176.453,"2015.36","CSR","","","","Life",52
"19411","",1339162,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-09-04 17:36:16,2015,3,9,"September","36","Friday",4,247,1441388176.453,"2015.36","CSR","","","","Life",52
"19412","",1339167,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","RServe interface",2015-09-04 17:45:37,2015,3,9,"September","36","Friday",4,247,1441388737.793,"2015.36","CSR","","","","Life",2
"19413","",1339167,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-04 17:45:37,2015,3,9,"September","36","Friday",4,247,1441388737.793,"2015.36","CSR","","","","Life",2
"19417","",1339227,505,100,"Outsource","CRO1",1,1,"NULL","NULL","claim_history","RServe interface",2015-09-04 22:30:50,2015,3,9,"September","36","Friday",4,247,1441405850.17,"2015.36","CSR","","","","Life",15
"19418","",1339227,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-04 22:30:50,2015,3,9,"September","36","Friday",4,247,1441405850.17,"2015.36","CSR","","","","Life",15
"19420","",1339261,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2015-09-05 10:22:37,2015,3,9,"September","36","Saturday",5,248,1441448557.027,"2015.36","CSR","","","","Life",6
"19421","",1339261,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2015-09-05 10:22:37,2015,3,9,"September","36","Saturday",5,248,1441448557.027,"2015.36","CSR","","","","Life",6
"19422","",1339261,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-09-05 10:22:37,2015,3,9,"September","36","Saturday",5,248,1441448557.027,"2015.36","CSR","","","","Life",6
"19424","",1339289,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_z","RServe interface",2015-09-05 12:01:51,2015,3,9,"September","36","Saturday",5,248,1441454511.193,"2015.36","CSR","","","","Life",4
"19425","",1339289,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2015-09-05 12:01:51,2015,3,9,"September","36","Saturday",5,248,1441454511.193,"2015.36","CSR","","","","Life",4
"19426","",1339289,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-05 12:01:51,2015,3,9,"September","36","Saturday",5,248,1441454511.193,"2015.36","CSR","","","","Life",4
"19430","",1339300,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-09-05 12:40:14,2015,3,9,"September","36","Saturday",5,248,1441456814.703,"2015.36","Submission","","","","Life",111
"19431","",1339300,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Unmapped",2015-09-05 12:40:14,2015,3,9,"September","36","Saturday",5,248,1441456814.703,"2015.36","Submission","","","","Life",111
"19432","",1339300,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-05 12:40:14,2015,3,9,"September","36","Saturday",5,248,1441456814.703,"2015.36","Submission","","","","Life",111
"19435","",1339342,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2015-09-05 14:34:58,2015,3,9,"September","36","Saturday",5,248,1441463698.837,"2015.36","CSR","","","","Life",5
"19436","",1339342,528,50,"Outsource","CRO3",1,1,"NULL","NULL","R_model","Unmapped",2015-09-05 14:34:58,2015,3,9,"September","36","Saturday",5,248,1441463698.837,"2015.36","CSR","","","","Life",5
"19437","",1339342,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-05 14:34:58,2015,3,9,"September","36","Saturday",5,248,1441463698.837,"2015.36","CSR","","","","Life",5
"19439","",1339361,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-09-05 15:53:44,2015,3,9,"September","36","Saturday",5,248,1441468424.847,"2015.36","CSR","","","","Life",4
"19440","",1339361,528,50,"Outsource","CRO3",1,1,"NULL","NULL","R_model","Unmapped",2015-09-05 15:53:44,2015,3,9,"September","36","Saturday",5,248,1441468424.847,"2015.36","CSR","","","","Life",4
"19441","",1339361,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-09-05 15:53:44,2015,3,9,"September","36","Saturday",5,248,1441468424.847,"2015.36","CSR","","","","Life",4
"19445","",1339442,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2015-09-05 21:36:19,2015,3,9,"September","36","Saturday",5,248,1441488979.013,"2015.36","CSR","","","","Life",62
"19446","",1339442,536,100,"Outsource","CRO3",1,1,"NULL","NULL","R_model","Claims database interface",2015-09-05 21:36:19,2015,3,9,"September","36","Saturday",5,248,1441488979.013,"2015.36","CSR","","","","Life",62
"19447","",1339473,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2015-09-06 11:05:21,2015,3,9,"September","36","Sunday",6,249,1441537521.947,"2015.36","Other","","","","Life",2
"19448","",1339473,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-09-06 11:05:21,2015,3,9,"September","36","Sunday",6,249,1441537521.947,"2015.36","Other","","","","Life",2
"19449","",1339519,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-09-06 14:56:16,2015,3,9,"September","36","Sunday",6,249,1441551376.48,"2015.36","CSR","","","","Life",2
"19450","",1339519,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-06 14:56:16,2015,3,9,"September","36","Sunday",6,249,1441551376.48,"2015.36","CSR","","","","Life",2
"19451","",1339543,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2015-09-06 18:20:28,2015,3,9,"September","36","Sunday",6,249,1441563628.27,"2015.36","CSR","","","","Life",4
"19452","",1339543,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2015-09-06 18:20:28,2015,3,9,"September","36","Sunday",6,249,1441563628.27,"2015.36","CSR","","","","Life",4
"19453","",1339543,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-09-06 18:20:28,2015,3,9,"September","36","Sunday",6,249,1441563628.27,"2015.36","CSR","","","","Life",4
"19456","",1339646,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-09-07 10:10:34,2015,3,9,"September","36","Monday",7,250,1441620634.977,"2015.36","CSR","","","","Life",3
"19460","",1339743,505,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","RServe interface",2015-09-07 12:26:09,2015,3,9,"September","36","Monday",7,250,1441628769.38,"2015.36","CSR","","","","Life",165
"19462","",1339743,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Unmapped",2015-09-07 12:26:09,2015,3,9,"September","36","Monday",7,250,1441628769.38,"2015.36","CSR","","","","Life",165
"19463","",1339743,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-09-07 12:26:09,2015,3,9,"September","36","Monday",7,250,1441628769.38,"2015.36","CSR","","","","Life",165
"19466","",1339842,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2015-09-07 15:09:51,2015,3,9,"September","36","Monday",7,250,1441638591.867,"2015.36","CSR","","","","Life",6
"19477","",1340821,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-09-07 16:26:49,2015,3,9,"September","36","Monday",7,250,1441643209.827,"2015.36","CSR","","","","Life",106
"19478","",1340821,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Unmapped",2015-09-07 16:26:49,2015,3,9,"September","36","Monday",7,250,1441643209.827,"2015.36","CSR","","","","Life",106
"19479","",1340821,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-07 16:26:49,2015,3,9,"September","36","Monday",7,250,1441643209.827,"2015.36","CSR","","","","Life",106
"19481","",1340872,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_z","RServe interface",2015-09-07 17:50:41,2015,3,9,"September","36","Monday",7,250,1441648241.7,"2015.36","CSR","","","","Life",2
"19482","",1340872,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-07 17:50:41,2015,3,9,"September","36","Monday",7,250,1441648241.7,"2015.36","CSR","","","","Life",2
"19483","",1340909,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2015-09-07 20:03:49,2015,3,9,"September","36","Monday",7,250,1441656229.247,"2015.36","CSR","","","","Life",4
"19484","",1340909,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Unmapped",2015-09-07 20:03:49,2015,3,9,"September","36","Monday",7,250,1441656229.247,"2015.36","CSR","","","","Life",4
"19485","",1340909,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-09-07 20:03:49,2015,3,9,"September","36","Monday",7,250,1441656229.247,"2015.36","CSR","","","","Life",4
"19487","",1340964,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-09-07 22:07:20,2015,3,9,"September","36","Monday",7,250,1441663640.417,"2015.36","Other","","","","Life",3
"19488","",1340964,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-09-07 22:07:20,2015,3,9,"September","36","Monday",7,250,1441663640.417,"2015.36","Other","","","","Life",3
"19490","",1341000,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-09-08 09:12:37,2015,3,9,"September","36","Tuesday",8,251,1441703557.613,"2015.36","CSR","","","","Life",2
"19491","",1341000,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-09-08 09:12:37,2015,3,9,"September","36","Tuesday",8,251,1441703557.613,"2015.36","CSR","","","","Life",2
"19492","",1341032,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-09-08 10:19:02,2015,3,9,"September","36","Tuesday",8,251,1441707542.203,"2015.36","CSR","","","","Life",4
"19493","",1341032,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2015-09-08 10:19:02,2015,3,9,"September","36","Tuesday",8,251,1441707542.203,"2015.36","CSR","","","","Life",4
"19494","",1341032,536,100,"Outsource","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-09-08 10:19:02,2015,3,9,"September","36","Tuesday",8,251,1441707542.203,"2015.36","CSR","","","","Life",4
"19497","",1341033,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2015-09-08 10:24:56,2015,3,9,"September","36","Tuesday",8,251,1441707896.333,"2015.36","Other","","","","Life",107
"19498","",1341033,536,100,"In-House","CRO3",1,1,"NULL","NULL","R_model","Claims database interface",2015-09-08 10:24:56,2015,3,9,"September","36","Tuesday",8,251,1441707896.333,"2015.36","Other","","","","Life",107
"19500","",1341129,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-09-08 14:16:50,2015,3,9,"September","36","Tuesday",8,251,1441721810.08,"2015.36","CSR","","","","Life",6
"19501","",1341163,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_y","RServe interface",2015-09-08 15:06:00,2015,3,9,"September","36","Tuesday",8,251,1441724760.34,"2015.36","CSR","","","","Life",2
"19502","",1341163,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_z","Claims database interface",2015-09-08 15:06:00,2015,3,9,"September","36","Tuesday",8,251,1441724760.34,"2015.36","CSR","","","","Life",2
"19516","",1342107,505,100,"In-House","Janssen",1,1,"NULL","NULL","claim_history","RServe interface",2015-09-08 19:32:18,2015,3,9,"September","36","Tuesday",8,251,1441740738.517,"2015.36","CSR","","","","Life",3
"19517","",1342107,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-08 19:32:18,2015,3,9,"September","36","Tuesday",8,251,1441740738.517,"2015.36","CSR","","","","Life",3
"19519","",1342131,505,100,"Outsource","CRO1",1,1,"NULL","NULL","R_model","RServe interface",2015-09-08 20:40:33,2015,3,9,"September","36","Tuesday",8,251,1441744833.107,"2015.36","CSR","","","","Life",2
"19520","",1342131,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-08 20:40:33,2015,3,9,"September","36","Tuesday",8,251,1441744833.107,"2015.36","CSR","","","","Life",2
"19524","",1342148,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-09-08 21:34:38,2015,3,9,"September","36","Tuesday",8,251,1441748078.327,"2015.36","Other","","","","Life",71
"19525","",1342148,536,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","Claims database interface",2015-09-08 21:34:38,2015,3,9,"September","36","Tuesday",8,251,1441748078.327,"2015.36","Other","","","","Life",71
"19528","",1342176,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_z","RServe interface",2015-09-09 01:34:44,2015,3,9,"September","37","Wednesday",9,252,1441762484.747,"2015.37","Other","","","","Life",30
"19529","",1342176,528,50,"In-House","Janssen",1,1,"NULL","NULL","datasource_x","Unmapped",2015-09-09 01:34:44,2015,3,9,"September","37","Wednesday",9,252,1441762484.747,"2015.37","Other","","","","Life",30
"19530","",1342176,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-09-09 01:34:44,2015,3,9,"September","37","Wednesday",9,252,1441762484.747,"2015.37","Other","","","","Life",30
"19533","",1342277,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_z","RServe interface",2015-09-09 12:23:51,2015,3,9,"September","37","Wednesday",9,252,1441801431.007,"2015.37","CSR","","","","Life",6
"19534","",1342277,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_y","Unmapped",2015-09-09 12:23:51,2015,3,9,"September","37","Wednesday",9,252,1441801431.007,"2015.37","CSR","","","","Life",6
"19535","",1342277,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-09 12:23:51,2015,3,9,"September","37","Wednesday",9,252,1441801431.007,"2015.37","CSR","","","","Life",6
"19537","",1342284,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_z","RServe interface",2015-09-09 12:35:25,2015,3,9,"September","37","Wednesday",9,252,1441802125.827,"2015.37","CSR","","","","Life",3
"19538","",1342284,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-09-09 12:35:25,2015,3,9,"September","37","Wednesday",9,252,1441802125.827,"2015.37","CSR","","","","Life",3
"19541","",1342286,505,100,"In-House","Janssen",1,1,"NULL","NULL","R_model","RServe interface",2015-09-09 12:35:37,2015,3,9,"September","37","Wednesday",9,252,1441802137.14,"2015.37","CSR","","","","Life",5
"19542","",1342286,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2015-09-09 12:35:37,2015,3,9,"September","37","Wednesday",9,252,1441802137.14,"2015.37","CSR","","","","Life",5
"19543","",1342286,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-09 12:35:37,2015,3,9,"September","37","Wednesday",9,252,1441802137.14,"2015.37","CSR","","","","Life",5
"19545","",1342295,505,100,"Outsource","CRO1",1,1,"NULL","NULL","R_model","RServe interface",2015-09-09 12:45:50,2015,3,9,"September","37","Wednesday",9,252,1441802750.917,"2015.37","CSR","","","","Life",2
"19546","",1342295,536,100,"Outsource","CRO3",1,1,"NULL","NULL","R_model","Claims database interface",2015-09-09 12:45:50,2015,3,9,"September","37","Wednesday",9,252,1441802750.917,"2015.37","CSR","","","","Life",2
"19551","",1342775,505,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","RServe interface",2015-09-09 16:15:24,2015,3,9,"September","37","Wednesday",9,252,1441815324.723,"2015.37","CSR","","","","Life",39
"19552","",1342775,528,50,"Outsource","CRO3",1,1,"NULL","NULL","datasource_z","Unmapped",2015-09-09 16:15:24,2015,3,9,"September","37","Wednesday",9,252,1441815324.723,"2015.37","CSR","","","","Life",39
"19553","",1342775,536,100,"In-House","Janssen",1,1,"NULL","NULL","datasource_y","Claims database interface",2015-09-09 16:15:24,2015,3,9,"September","37","Wednesday",9,252,1441815324.723,"2015.37","CSR","","","","Life",39
"19555","",1342844,505,100,"Outsource","CRO1",1,1,"NULL","NULL","datasource_x","RServe interface",2015-09-09 19:35:10,2015,3,9,"September","37","Wednesday",9,252,1441827310.51,"2015.37","Submission","","","","Life",4
"19556","",1342844,528,50,"Outsource","CRO3",1,1,"NULL","NULL","R_model","Unmapped",2015-09-09 19:35:10,2015,3,9,"September","37","Wednesday",9,252,1441827310.51,"2015.37","Submission","","","","Life",4
"19557","",1342844,536,100,"In-House","CRO3",1,1,"NULL","NULL","datasource_x","Claims database interface",2015-09-09 19:35:10,2015,3,9,"September","37","Wednesday",9,252,1441827310.51,"2015.37","Submission","","","","Life",4
